referencia,estado,fuente,doi,titulo_encontrado,autor_encontrado,anio_referencia,anio_encontrado,retractada,score_titulo,detalle
"Arimah, B.C. and Branch, C.M., 2011, January. Slums as expressions of social exclusion: Explaining the prevalence of slums in African countries. InOECD International conference on social cohesion and development, Paris(pp. 20-21).",NO VERIFICABLE,,,,,2011,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Savchenko V. V., Suzdaltsev D. A., Korolev V. A., Komrakov D. Yu. Comparative Analysis of Contact and Noncontact Technologies for Human Physiological State Monitoring. Biotechnosphere. 2014, no. 1–2 (31–32), pp. 18–23. (In Russ.)",NO VERIFICABLE,,,,,2014,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Luo, J.-J., S. Masson, E. Roeckner, G. Madec, and T. Yamagata, 2005: Reducing climatology bias in an ocean–atmosphere CGCM with improved coupling physics. J. Climate, 18, 2344–2360, https://doi.org/10.1175/JCLI3404.1.",VERIFICADA,Crossref,10.1175/jcli3404.1,Reducing Climatology Bias in an Ocean–Atmosphere CGCM with Improved Coupling Physics,Luo,2005,2005,NO,1.0,
"Hemid AFA, Abd El-Gaward AH, El-Wardany I, El-Daly EF, Abd El-Azeem NA. Alleviating effects of some environmental stress factors on productive performance in Japanese quail laying performance. World J. Agric Sci., 2010; 6:517–524.",NO VERIFICABLE,,,,,2010,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"González-Valerio, M. A. (2005). El arte develado. Consideraciones estéticas sobre la hermenéutica de Gadamer. Herder.",NO VERIFICABLE,,,,,2005,,,0.82,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Team, R. C. (2021). R: The R Project for Statistical Computing (Versão 4.1.1) [R]. The R Foundation for Statistical Computing. https://www.r-project.org/.",METADATOS DUDOSOS,Crossref,10.3233/sju-1984-2209,The statistical computing project,,2021,1984,NO,1.0,Año citado (2021) no coincide con el registrado (1984)
Bey A. A. Brill C. Porchia-Albert M. Gradilla and N. Strauss. 2019. “Advancing Birth Justice: Community-Based Doula Models as a Standard of Care for Ending Racial Disparities.”,VERIFICADA,Crossref,10.1377/forefront.20200826.348190,Bringing Community-Based Doula Care To New Jersey,,2019,2020,NO,0.67,
International Olympic Committee. IOC Framework on Fairness Inclusion and Non-Discrimination on the Basis of Gender Identity and Sex Variations. Lausanne Switzerland: International Olympic Committee; 2021. Available from: https://stillmed.olympics.com/media/Documents/News/2021/11/IOC-Framework-Fairness-Inclusion-Non-discrimination-2021.pdf [Last accessed: January20 2022].,VERIFICADA,Crossref,10.5406/26396025.4.2.01,"The International Olympic Committee's Framework on Fairness, Inclusion and Non-Discrimination on the Basis of Gender Identity and Sex Variations",Gleaves,2021,2023,NO,1.0,
"A. J. B.Watson and D. W. C.MacMillan , in Enantioselective organocatalysis involving iminium, enamine, SOMO, and photoredox activation , Catalytic Asymmetric Synthesis , ed. I. Ojima , Wiley , Hoboken , 3rd edn, 2010 , pp. 39–57",VERIFICADA,Crossref,10.1002/9780470584248.ch2,Asymmetric Organocatalysis,Watson,2010,2010,NO,1.0,
"Barrows, H. S., & Tamblyn, R. M. (1980). Problem-based learning: An approach to medical education. Springer Publishing Company.",NO VERIFICABLE,,,,,1980,,,0.67,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"D. Cheng, Handbook of mechanical design, vol. 4 (Chemical Industry Press, Beijing, 2008)",NO VERIFICABLE,,,,,2008,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Park, M. K., 2020, Prediction for habitat possibilities of potential risk species (Amphibians) using bio-climate in Korea National Park, Journal of National Park, 11(1), 32-34.",NO VERIFICABLE,,,,,2020,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
En NF (2005) 1-1:«Eurocode 5: Conception et calcul des structures en bois-Partie 1-1: généralités-Règles communes et règles pour les bâtiments»,METADATOS DUDOSOS,Crossref,10.51257/a-v2-c2442,Eurocode 5 – Conception et calcul des structures en bois,TRINH,2005,2015,NO,1.0,Año citado (2005) no coincide con el registrado (2015)
"Jiefang Daily News. During the May Day Holiday, the Box Office Exceeded 1.5 Billion Yuan, and Shanghai Ranked First in Urban Box Office [Internet]. Available: https://www.shanghai.gov.cn/nw4411/20230504/61787a56eb5f43eca5dacae5e54183c1.html.",NO VERIFICABLE,,,,,,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Khandekar, N., Arulingam, I., Joshi, D., Udalagama, U., Chakraborty, S., Ghosh, K., and Pacheco, P. (2024, August 12). What Will It Take to Decolonize Water Science, Policy, and Practice?. Available online: https://www.water-alternatives.org/index.php/blog/decolonize.",VERIFICADA,Crossref,10.5040/9781474277662.0013,Climate Science and Water,,2024,2025,NO,0.67,
"Stojanović, Z. 2020. Krivično pravo - opšti deo. Beograd: Službeni glasnik.",NO VERIFICABLE,,,,,2020,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Aibinu I, Adenipekun T, Adelowotan T, Ogunsanya T, Odugbemi T. Evaluation of the antimicrobial properties of different parts of Citrus aurantifolia (lime fruit) as used locally. Afr J Traditional Complement Altern Med. 2007;4(2):185.",NO VERIFICABLE,,,,,2007,,,0.1,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Fatma F, Amarnath KP, TB S (2016) DNA Fingerprinting of Medicinal plant by RAPD and RFLP of Piper nigrum. Res J Chem Environ Sci 4",NO VERIFICABLE,,,,,2016,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"(2023, November 01). Climate Change Adaptation Strategy of the Statutory City of Karvina. Available online: https://www.karvina.cz/deje-se/adaptacni-strategii-na-zmenu-klimatu-statutarniho-mesta.",NO VERIFICABLE,,,,,2023,,,0.45,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"TRNSYS. Thermal Energy System Specialists LLC. 2024, https://www.trnsys.com/index.html.",NO VERIFICABLE,,,,,2024,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"BRASIL. Ministério da Educação. Resolução CNE/CP 2/2021 – Institui Diretrizes Nacionais orientadoras para a implementação de medidas no retorno à presencialidade das atividades de ensino e aprendizagem e para a regularização do calendário escolar. Diário Oficial da União. Brasília, 2021. Sessão 1. p. 19-23.",NO VERIFICABLE,,,,,2021,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Zolotukhin I.N. Geopoliticheskoe izmerenie arkhitektury Indo-Tikhookeanskoi bezopasnosti: vyzovy, stsenarii, posledstviya // Izvestiya Vostochnogo instituta-2021g. № 4 (52) S. 107-115.",NO VERIFICABLE,,,,,,,,0.25,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Retnowulan, J. (2017). Pengaruh kualitas produk dan persepsi harga terhadap Minat beli Smartphone Xiaomi. Cakrawala-Jurnal Humaniora, 17(2), 139–145.",NO VERIFICABLE,,,,,2017,,,0.77,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Raschendorfer, M., 2001: The new turbulence parameterization of LM, Cosmo news letter no. 1, Consortium for Small-Scale Modelling, http://www.cosmo-model.org/content/model/documentation/newsLetters/newsLetter01/newsLetter_01.pdf. (last access: June 2024)",NO VERIFICABLE,,,,,2001,,,0.31,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Chebbani, R., Djilli, K., & Roose, E. (1999). Study at different scales of erosion risks in the Isser watershed, Algeria. Bulletin of the Erosion Network, 19, pp. 85-95.",NO VERIFICABLE,,,,,1999,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Weigelt, L. D., Mancio, J. G., & Petry, E. L. da S. (2012). Indicadores de saúde na visão dos gestores dos municípios no âmbito da 13o coordenadoria regional de saúde - RS. Barbarói, 36, 191–205. Recuperado de: http://pepsic.bvsalud.org/scielo.php?script=sci_arttext&pid=S0104-65782012000100012.",NO VERIFICABLE,,,,,2012,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Grabezhev A.I., Belgorodskii E.A. (1992) Productive granitoids and metasomatites of porphyry copper deposits. Ekaterinburg, Nauka Publ., Ural. otd-e, 199 p. (In Russ.) Grabezhev A.I., Ronkin Y.L. (2011) U-Pb age of zircons from ore-bearing granitoids of the South Urals porphyry-copper deposits. Lithosphere, (3), 104-116. (In Russ.)",METADATOS DUDOSOS,Crossref,10.1134/s1075701513010042,Rhenium in porphyry copper deposits of the urals,Grabezhev,1992,2013,NO,0.8,Año citado (1992) no coincide con el registrado (2013)
"Sürücü, F. (2012). Future anxiety of mathematics teacher trainees (Thesis Number: 321181) [Master Thesis, Necmettin Erbakan University-Konya]. Council of Higher Education Thesis Center.",NO VERIFICABLE,,,,,2012,,,0.46,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Joint Formulary Committee. 2024. British National Formulary [Internet]. BMJ Group and Pharmaceutical Press London. Available from: https://bnf.nice.org.uk. Retrieved 1 May 2024.,METADATOS DUDOSOS,Crossref,10.18578/bnf.147942626,British National Formulary,,2024,2015,NO,1.0,Año citado (2024) no coincide con el registrado (2015)
"Hayes, S. P., M. J. McPhaden, and J. M. Wallace, 1989: The influence of sea-surface temperature on surface wind in the eastern equatorial Pacific: Weekly to monthly variability. J. Climate, 2, 1500–1506, https://doi.org/10.1175/1520-0442(1989)002<1500:TIOSST>2.0.CO;2.",NO VERIFICABLE,,,,,1989,,,,El DOI citado no existe en Crossref (posible alucinación)
"Jha AK, Shiresha N, NarayanaMurty SVS, et al. Ballistic impact testing of AA2219 aluminium alloy welded plates and their metallurgical characterisation. Indian J Eng Mater Sci. 2005;12:221.",NO VERIFICABLE,,,,,2005,,,0.62,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Texas Instruments (2007). Noise analysis in operational amplifier circuits, digital signal processing solutions. Application Report, SLVA043B.",NO VERIFICABLE,,,,,2007,,,0.38,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Government Finance Officer’s Association (2024, September 15). Public Engagement in the Budget Process. Available online: https://www.gfoa.org/materials/public-engagement-in-the-budget-process.",VERIFICADA,Crossref,10.2307/jj.17381514.15,Public Finance and the Budget Process,,2024,2024,NO,1.0,
"N. Aghanim et al. (Planck), Planck 2018 results. VI. Cosmological parameters. Astron. Astrophys. 641, A6 (2020). arXiv:1807.06209 [astro-ph.CO]",VERIFICADA,Crossref,10.1063/1.4953315,Planck 2015 cosmological results,,2018,2016,NO,0.75,
"Renault, L., F. Lemarié, and T. Arsouze, 2019a: On the implementation and consequences of the oceanic currents feedback in ocean–atmosphere coupled models. Ocean Modell., 141, 101423, https://doi.org/10.1016/j.ocemod.2019.101423.",VERIFICADA,Crossref,10.1016/j.ocemod.2019.101423,On the implementation and consequences of the oceanic currents feedback in ocean–atmosphere coupled models,Renault,2019,2019,NO,1.0,
"Riaño, Yvonne. 2015. “Latin American Women Who Migrate for Love: Imagining European Men as Ideal Partners.” In Rethinking Romantic Love. Discussions, Imaginaries and Practices, edited by Begonya Enguix and Jordi Roca, 45–60. Newcastle upon Tyne, UK: Cambridge Scholars Publishing.",NO VERIFICABLE,,,,,2015,,,0.43,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Chen, H.; Yang, G.; Liao, X.; Bao, Z.; Zhan, X. Crystal Structure and Anti-lung Cancer Activity of Novel Pyran Derivatives from Traditional Chinese Medicine. Lat. Am. J. Pharm. 2018, 37, 359–362.",NO VERIFICABLE,,,,,2018,,,0.64,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Martin, C. (2021). Pomponazzi, Pietro. Stanford Encyclopedia of Philosophy. 2021. Retrieved January, 2024 from https://bit.ly/3HfzwWq.",NO VERIFICABLE,,,,,2021,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Dai, T., Y. Cheng, P. Zhang, G. Shi, M. Sekiguchi, K. Suzuki, D. Goto, and T. Nakajima, 2018: Impacts of meteorological nudging on the global dust cycle simulated by NICAM coupled with an aerosol model. Atmos. Environ., 190, 99–115, https://doi.org/10.1016/j.atmosenv.2018.07.016.",VERIFICADA,Crossref,10.1016/j.atmosenv.2018.07.016,Impacts of meteorological nudging on the global dust cycle simulated by NICAM coupled with an aerosol model,Dai,2018,2018,NO,1.0,
"Cumhuriyet Gazetesi (1964, Kasım 23). s.1. Erişim adresi: egazete.cumhuriyet.com.tr/yayinlar",NO VERIFICABLE,,,,,1964,,,0.4,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Altman RD, Moskowitz R. Intraarticular sodium hyaluronate (Hyalgan) in the treatment of patients with osteoarthritis of the knee: a randomized clinical trial. Hyalgan Study Group. J Rheumatol 1998; 25",NO VERIFICABLE,,,,,1998,,,0.62,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Jintai News. The Inner Mongolia Film Market Welcomes a Consumption Boom during the May Day Holiday [Internet]. Available: https://baijiahao.baidu.com/s?id=1797990842572672163.,NO VERIFICABLE,,,,,,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Anderson JD (2010) Fundamentals of aerodynamics Fifth edition edn. McGraw Hill, New York, USA",NO VERIFICABLE,,,,,2010,,,0.44,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"NIAS (2020, December 12). Korean Feeding Standard for Hanwoo, Available online: https://www.nias.go.kr/.",NO VERIFICABLE,,,,,2020,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
Kambiev A.M. Abdul-Medzhid Chermoev - pervyi glava Gorskoi respubliki v gody Grazhdanskoi voiny na Severnom Kavkaze // Tendentsii razvitiya nauki i obrazovaniya. 2022. № 81-1. S. 21-23.,NO VERIFICABLE,,,,,2022,,,0.33,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"C. Bench, B.T. Cox, Enhancing synthetic training data for quantitative photoacoustic tomography with generative deep learning, ArXiv abs/2305.04714 (2023).",VERIFICADA,Crossref,10.32657/10356/162207,Advancing photoacoustic tomography using deep learning,,2023,,NO,0.67,
"Rose, D. B. (2011). Wild dog dreaming: Love and extinction. University of Virginia Press.",VERIFICADA,Crossref,10.5860/choice.49-1450,Wild dog dreaming: love and extinction,,2011,2011,NO,1.0,
"La Constellation transférentielle Delion, Pierre (2022). , Érès.",NO VERIFICABLE,,,,,2022,,,1.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"List of American films of 2018, Available: https://en.wikipedia.org/wiki/List_of_American_films_of_2018.",NO VERIFICABLE,,,,,2018,,,0.5,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"Özkazanç, S. (2015). Sosyal, mekânsal ve ekonomik boyutlarıyla afetzede konutları, Türkiye Deprem Mühendisliği ve Sismoloji Konferansı 14-16 Ekim 2015, DEÜ, İzmir.",NO VERIFICABLE,,,,,2015,,,0.75,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
براكشي، أميرة (2017). حفظ وصيانة الأرشيف في المؤسسات الأقتصادية: دراسة ميدانية بؤسسة فرفوس - تبسة_. ولاية تبسة.,NO VERIFICABLE,,,,,2017,,,0.0,"No aparece en Crossref ni OpenAlex: posible referencia fabricada, o literatura gris sin indexar"
"15. Armenia, S., Cardazzone, A., Carlini, C , Assogna, P., D'Alessandro, C. N. , Limone, E., Brein, E. (2014). ""A system dynamics approach to critical infrastructures interdependency analysis: the experience of the Crisadmin project. In Proceedings of the 32nd International Conference of the System Dynamics Society.",METADATOS DUDOSOS,Crossref,10.1007/978-3-319-90315-6_5,Critical Events and Critical Infrastructures: A System Dynamics Approach,Armenia,2014,2018,NO,0.86,Año citado (2014) no coincide con el registrado (2018)
